Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type,Bar.Price
Pitch Dark,Rugoso,1510,2015,81,U.S.A.,3.25,Nicaragua,,0.81
Pomm (aka Dead Dog),Peru,829,2012,65,U.S.A.,2.75,Peru,Criollo,0.81
Pomm (aka Dead Dog),"La Red, 2011",829,2012,75,U.S.A.,2.5,Dominican Republic,,0.71
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,77,U.S.A.,3.75,Domincan Republic,,0.91
Potomac,"San Martin, Amazonian Highlands",789,2011,79,U.S.A.,2.75,Peru,,0.91
Potomac,"Upala, Batch 12",607,2010,69,U.S.A.,3.75,Costa Rica,Matina,0.81
Potomac,"Cuyagua, 2013",1387,2014,56,U.S.A.,3.75,Venezuela,,1.3
Potomac,Upala w/ nibs,647,2011,84,U.S.A.,3.5,Costa Rica,Matina,1.2
Potomac,Bahia,789,2011,58,U.S.A.,3.5,Brazil,,0.81
Potomac,"Upala, Batch 18",654,2011,67,U.S.A.,3,Costa Rica,Matina,0.81
Pralus,"Caracas, Venezuela and Ghana",99,2006,79,France,3,"Venezuela, Ghana","Trinitario, Forastero",0.71
Pralus,Cuyagua,451,2009,54,France,2,Venezuela,,0.91
Pralus,Colombie,40,2006,51,France,3.5,Colombia,,0.71
Pralus,"Djakarta, Java and Ghana",99,2006,74,France,3.5,"Indonesia, Ghana",,0.71
Pralus,Ghana,40,2006,73,France,3.25,Ghana,,0.71
Pralus,Trinidad,5,2006,71,France,3.5,Trinidad,,0.91
Pralus,Dominican Republic-Organic,280,2008,66,France,2,Dominican Republic,,0.81
Pralus,Cuba,99,2006,79,France,3,Cuba,Trinitario,0.71
Pralus,Chuao,486,2010,80,France,3.5,Venezuela,Trinitario,0.91
Pralus,Jamaique,32,2006,76,France,4,Jamaica,Trinitario,0.71
Pralus,Peru,1446,2015,67,France,3.25,Peru,,0.91
Pralus,Fortissima,93,2006,79,France,4,Ecuador,,0.71
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,63,France,3,Brazil,,0.91
Pralus,"Barlovento, Venezuela",32,2006,70,France,3.5,Venezuela,,0.81
Pralus,Vanuatu,40,2006,60,France,3,Vanuatu,Trinitario,0.71
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,83,France,3.25,Venezuela,Criollo (Porcelana),
Pralus,"Sambirano Valley, Le 100%",202,2008,81,France,3,Madagascar,Criollo,
Pralus,Tanzania,105,2006,61,France,3.5,Tanzania,Criollo,0.81
Pralus,Claudio Corallo w/ nibs,162,2007,73,France,4,Sao Tome,Forastero,0.91
Pralus,"Java, Indonesie",32,2006,62,France,3.5,Indonesia,Criollo,0.81
Pralus,Equateur,40,2006,84,France,3,Ecuador,Trinitario,0.81
Pralus,"Monte Alegre, Diego Badero",280,2008,56,France,3.5,Brazil,,0.81
Pralus,Papouasie,199,2008,68,France,3,Papua New Guinea,Trinitario,0.91
Pralus,"Madagascar, Nosy Be Isle.",5,2006,58,France,3.75,Madagascar,Criollo,0.91
Pralus,Sao Tome & Principe,5,2006,55,France,3.5,Sao Tome & Principe,Forastero,0.81
Pump Street Bakery,Honduras,1688,2015,60,U.K.,2.75,Honduras,,0.71
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,78,U.K.,3.25,Madagascar,,0.81
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,77,U.K.,3.5,Grenada,,0.71
Pump Street Bakery,Guantupi River,1223,2014,58,U.K.,3,Ecuador,Forastero (Nacional),0.91
Pump Street Bakery,Guantupi River,1227,2014,79,U.K.,2.75,Ecuador,Forastero (Nacional),0.91
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,53,U.K.,3.5,Madagascar,Criollo,0.71
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,55,U.K.,2.75,Venezuela,Trinitario,0.91
Pura Delizia,Venezuela,931,2012,85,Italy,2.75,Venezuela,,0.81
Q Chocolate,Brazil,935,2012,61,Brazil,3,Brazil,,0.81
Q Chocolate,Brazil,935,2012,56,Brazil,3.25,Brazil,,0.71
Q Chocolate,Brazil,1057,2013,63,Brazil,3.5,Brazil,,0.81
Q Chocolate,Brazil,1069,2013,62,Brazil,2.75,Brazil,,0.81
Q Chocolate,Brazil,1057,2013,73,Brazil,3.25,Brazil,,0.91
Q Chocolate,Brazil,1069,2013,80,Brazil,3.25,Brazil,,0.81
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,57,Mexico,2.75,Mexico,Criollo,0.91
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,73,Mexico,3,Mexico,Trinitario,
Raaka,Madagascar,959,2012,65,U.S.A.,3.25,Madagascar,,0.81
Raaka,Amazon Basin Blend,1788,2016,56,U.S.A.,3,"Peru(SMartin,Pangoa,nacional)",,0.91
Raaka,La Red,785,2011,70,U.S.A.,3.5,Dominican Republic,,0.71
Raaka,Virunga,1708,2015,62,U.S.A.,2.75,Congo,Forastero,1.2
Rain Republic,Suchitepequez E.,470,2010,79,Guatemala,2.75,Guatemala,,0.71
Rancho San Jacinto,Ecuador,565,2010,64,Eucador,3,Ecuador,"Forastero(Arriba, CCN)",0.71
Ranger,"San Martin, Batch 2",1558,2015,70,U.S.A.,2.5,Peru,,0.71
Ranger,"Chulucanas, Batch 1",1562,2015,83,U.S.A.,3.25,Peru,,0.91
Ranger,"Tumbes, Batch 2",1562,2015,58,U.S.A.,3.5,Peru,,0.71
Raw Cocoa,Raw,867,2012,68,Poland,2.5,,Criollo,0.71
Republica del Cacao (aka Confecta),Manabi,147,2007,78,Ecuador,3,Ecuador,Forastero (Arriba),0.71
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,68,Ecuador,3.25,Ecuador,,0.91
Republica del Cacao (aka Confecta),El Oro,147,2007,85,Ecuador,3.5,Ecuador,,0.91
Republica del Cacao (aka Confecta),Los Rios,170,2007,62,Ecuador,3.75,Ecuador,Forastero (Arriba),0.71
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,72,Ecuador,2.5,Ecuador,Forastero (Arriba),0.71
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,65,U.S.A.,3.25,Ecuador,Nacional (Arriba),0.91
Ritual,Costa Rica,745,2011,61,U.S.A.,3.5,Costa Rica,,0.91
Ritual,"Maranon, Cajamarca",1181,2013,54,U.S.A.,3,Peru,Forastero (Nacional),0.71
Ritual,"Toledo District, Maya",1089,2013,67,U.S.A.,3.75,Belize,Trinitario,0.91
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,79,U.S.A.,3.75,Ecuador,,0.81
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,58,U.S.A.,3.5,Ecuador,,0.81
Ritual,Gran Couva,979,2012,77,U.S.A.,3.5,Trinidad,Trinitario,0.71
Ritual,Sambirano,891,2012,64,U.S.A.,4,Madagascar,Trinitario,1.1
Ritual,"Mid Mountain, 2014",1466,2015,85,U.S.A.,3.5,,Blend,1.1
Roasting Masters,Maleku,1844,2016,81,South Korea,3.25,Costa Rica,,0.81
Roasting Masters,"Tapanti, light roast",1844,2016,73,South Korea,3.25,Costa Rica,,0.91
Roasting Masters,"La Dorado, light roast",1844,2016,65,South Korea,3.25,Costa Rica,,0.81
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,67,Madagascar,3.25,Madagascar,Trinitario,0.71
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,85,Madagascar,3.25,Madagascar,Trinitario,0.71
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,84,U.K.,3.5,Grenada,,0.81
Rogue,Jamaica,213,2008,68,U.S.A.,2.75,Jamaica,,0.91
Rogue,"Camino Verde P., Balao, Guayas",979,2012,84,U.S.A.,3.75,Ecuador,,0.81
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,85,U.S.A.,3.75,Venezuela,,0.91
Rogue,"Hispaniola, 2008",213,2008,71,U.S.A.,2.75,Dominican Republic,,0.71
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,68,U.S.A.,3.5,Madagascar,,0.81
Rogue,Porcelana,1209,2014,81,U.S.A.,3.75,Venezuela,,0.71
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,57,U.S.A.,3.75,Jamaica,,0.71
Rogue,Piura,565,2010,74,U.S.A.,3.75,Peru,,0.91
Rogue,Rio Caribe,327,2009,70,U.S.A.,3.5,Venezuela,Trinitario,0.91
Rogue,Trinidad,213,2008,63,U.S.A.,3,Trinidad,Trinitario,0.81
Rogue,"Sambirano, 2008",213,2008,66,U.S.A.,2.75,Madagascar,Trinitario,0.91
Rogue,"Silvestre, Batch 1, 2011",793,2011,64,U.S.A.,3,Bolivia,Criollo,0.71
Rogue,"Hispaniola, 2013",1081,2013,83,U.S.A.,3.5,Dominican Republic,,0.71
Rogue,"La Masica, Batch 1, FHID Research Center",1748,2016,66,U.S.A.,3.75,Honduras,,0.91
Rogue,"Silvestre, Batch 7, 2013",1081,2013,60,U.S.A.,4,Bolivia,,0.81
Rogue,"Tranquilidad, Batch 1",1566,2015,83,U.S.A.,3.25,Bolivia,,0.91
Rozsavolgyi,Carenero Superior,713,2011,64,Hungary,3.5,Venezuela,Criollo,0.71
Rozsavolgyi,Sur del Lago,809,2012,64,Hungary,2.5,Venezuela,,0.91
Rozsavolgyi,Principe,765,2011,68,Hungary,2.75,Principe,Forastero,0.71
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,74,Hungary,2.5,Madagascar,,0.71
Rozsavolgyi,Porcelana,717,2011,82,Hungary,2.5,Venezuela,,0.71
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76,Hungary,2.25,Venezuela,Trinitario,0.71
Rozsavolgyi,"Aragua, Trincheras",717,2011,59,Hungary,3.5,Venezuela,,0.71
S.A.I.D.,Samana,615,2010,66,Italy,3,Dominican Republic,,0.91
S.A.I.D.,Arawak,615,2010,67,Italy,3.5,Carribean,,0.81
S.A.I.D.,100 percent,615,2010,85,Italy,1.5,,,0.91
S.A.I.D.,Malgascio,607,2010,69,Italy,3.5,Madagascar,Trinitario,0.71
S.A.I.D.,Latino,615,2010,75,Italy,3.5,,,0.71
Sacred,Midnight,813,2012,73,U.S.A.,2.75,Central and S. America,,0.71
Sacred,Twilight,813,2012,53,U.S.A.,3.25,Central and S. America,,0.81
Salgado,Rio Arriba,292,2008,78,Argentina,3.5,Ecuador,,0.81
Salgado,Bahia Superior,288,2008,51,Argentina,3.5,Brazil,Forastero,0.71
Salgado,Carenero Superior,288,2008,53,Argentina,3.5,Venezuela,Trinitario,0.81
Salgado,Esmeraldas,288,2008,70,Argentina,3.5,Ecuador,Forastero (Nacional),0.81
Santander,Colombian,32,2006,69,Colombia,3,Colombia,,0.81
Santander,Colombian Dark,32,2006,82,Colombia,4,Colombia,Forastero (Nacional),0.71
Santander,Colombian w/ nibs,414,2009,52,Colombia,3,Colombia,Forastero (Nacional),1.2
Santander,Colombian 2008,404,2009,64,Colombia,2.75,Colombia,Forastero (Nacional),0.91
Santander,Colombian Semi Dark,32,2006,65,Colombia,2,Colombia,Forastero (Nacional),0.91
Santome,Sao Tome,761,2011,76,France,2.75,Sao Tome,Forastero,0.91
Scharffen Berger,Finisterra,227,2008,59,U.S.A.,3,"Ven., Trinidad, Mad.",Blend,0.81
Scharffen Berger,Semisweet,56,2006,54,U.S.A.,3,,,0.91
Scharffen Berger,Asante,336,2009,57,U.S.A.,4,Ghana,Forastero,0.71
Scharffen Berger,San Juan de Cheni,959,2012,76,U.S.A.,4,Peru,,0.71
Scharffen Berger,Tome Acu,336,2009,53,U.S.A.,3.75,Brazil,,0.91
Scharffen Berger,Las Islas,117,2007,61,U.S.A.,3,Carribean(DR/Jam/Tri),,0.81
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,55,U.S.A.,3,Carribean,,0.81
Scharffen Berger,Cuyagua,135,2007,58,U.S.A.,3.75,Venezuela,,0.71
Scharffen Berger,Amina,464,2010,51,U.S.A.,3.75,Madagascar,,0.81
Scharffen Berger,Nibby,135,2007,56,U.S.A.,3,,,0.71
Scharffen Berger,Camahogne,464,2010,80,U.S.A.,3.5,Grenada,,0.91
Scharffen Berger,Markham Valley,781,2011,75,U.S.A.,3.75,Papua New Guinea,,0.71
Scharffen Berger,Jamaica a l'ancienne,56,2006,79,U.S.A.,2,Jamaica,Trinitario,0.81
Scharffen Berger,Bittersweet,15,2006,71,U.S.A.,3.5,,Blend,0.91
Scharffen Berger,Kumasi Sambirano,40,2006,50,U.S.A.,2,Ghana & Madagascar,Blend,1.2
Scharffen Berger,Ben Tre,445,2009,69,U.S.A.,3.75,Vietnam,Trinitario,0.71
Scharffen Berger,Extra Dark,15,2006,56,U.S.A.,2,,,0.81
Seaforth,Dominican Republic,1658,2015,59,U.K.,2.75,Domincan Republic,,0.81
Seaforth,Grenada,1658,2015,65,U.K.,2.75,Grenada,,0.81
Shark Mountain,ROIG,1466,2015,57,U.S.A.,3.5,Dominican Republic,"Criollo, Trinitario",0.91
Shark Mountain,Cuyagua,1466,2015,85,U.S.A.,2.75,Venezuela,Criollo,0.71
Shark Mountain,Jamaica,1450,2015,76,U.S.A.,3.25,Jamaica,Trinitario,0.81
Shark Mountain,Ecuador,1335,2014,84,U.S.A.,3,Ecuador,Trinitario,0.71
Shark Mountain,Papua New Guinea,1450,2015,62,U.S.A.,3.5,Papua New Guinea,Forastero,0.81
Shark Mountain,"Belize, 2013",1335,2014,70,U.S.A.,3.25,Belize,"Criollo, Trinitario",0.71
Shark's,"Hilo, w/ added cocoa butter",721,2011,58,U.S.A.,2.5,Hawaii,,0.81
Shark's,Hilo,713,2011,83,U.S.A.,2,Hawaii,,0.91
Shattell,Porcelana,757,2011,69,Peru,3.5,Peru,Criollo,0.81
Sibu,Oscuro,1586,2015,57,Costa Rica,3.5,Costa Rica,,0.91
Sibu,Oro,1586,2015,56,Costa Rica,3.25,Costa Rica,,1.1
Sibu Sura,Peru,911,2012,81,U.S.A.,2.5,Peru,,0.71
Silvio Bessone,"Bahia, Scavina",729,2011,62,Italy,3.25,Brazil,Trinitario,0.91
Silvio Bessone,Maya Belize,717,2011,59,Italy,3,Belize,,0.81
Silvio Bessone,"Trintade, Sao Tome",725,2011,65,Italy,3.25,Sao Tome,,0.71
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,84,Italy,3,Colombia,"Criollo, Trinitario",0.81
Sirene,"Somia Plantation, 2012",1339,2014,83,Canada,3.75,Madagascar,Trinitario,0.71
Sirene,Lachua w/ cane sugar,1614,2015,80,Canada,3,Guatemala,,0.81
Sirene,Kokoa Kamili Coop,1856,2016,59,Canada,3.5,Tanzania,,0.91
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,75,Canada,3,Ecuador,,0.81
Sirene,"Esmeraldas, Salazar Farm",1860,2016,74,Canada,3.75,Ecuador,,0.81
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,63,Canada,3.25,Guatemala,,0.81
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,67,Canada,3.75,Ecuador,,0.81
Sirene,Wild Bolivia,1788,2016,50,Canada,3.5,Bolivia,,0.81
Sirene,"Somia Plantation, 2012",1339,2014,80,Canada,3.75,Madagascar,Trinitario,0.71
Sirene,Pisa,1650,2015,75,Canada,3.25,Haiti,,1.1
Sirene,"Somia Plantation, 2012",1502,2015,84,Canada,3,Madagascar,Trinitario,0.91
Sjolinds,Ghana,1454,2015,69,U.S.A.,2.75,Ghana,,0.81
Sjolinds,Nicaragua,1462,2015,52,U.S.A.,3,Nicaragua,,0.81
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,78,Australia,4,Ecuador,Criollo,0.71
"Smooth Chocolator, The",Akesson's Estate,1618,2015,75,Australia,3.25,Madagascar,Trinitario,0.81
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,80,Australia,3.75,Tanzania,,0.91
"Smooth Chocolator, The",Tien Giang,1864,2016,64,Australia,3,Vietnam,,0.81
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,54,Australia,3.75,Belize,,0.71
"Smooth Chocolator, The",Akesson's Estate,1622,2015,83,Australia,3.5,Madagascar,,0.71
"Smooth Chocolator, The",San Juan Estate,1622,2015,67,Australia,3.75,Trinidad,Trinitario,0.71
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,72,Australia,3.75,Ecuador,Criollo,0.81
"Smooth Chocolator, The",Bolivia,1626,2015,76,Australia,2.75,Bolivia,,0.81
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,69,Australia,3,Peru,Forastero (Nacional),0.91
"Smooth Chocolator, The",Camino Verde,1622,2015,76,Australia,4,Ecuador,,1.1
"Smooth Chocolator, The",Australia,1864,2016,59,Australia,3.75,Australia,,0.71
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,55,Australia,3.5,Papua New Guinea,,0.81
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,57,Australia,3.75,Venezuela,Trinitario,0.81
Snake & Butterfly,Madagascar,502,2010,65,U.S.A.,3,Madagascar,,0.91
Snake & Butterfly,Ghana,693,2011,81,U.S.A.,1.5,Ghana,Forastero,0.91
Snake & Butterfly,Ecuador,502,2010,82,U.S.A.,3.25,Ecuador,,0.71
Sol Cacao,"Ecuador, Batch 1",1812,2016,57,U.S.A.,3.5,Ecuador,,0.81
Sol Cacao,Madagascar,1518,2015,72,U.S.A.,3,Madagascar,,0.81
Solkiki,"Maranon, Fortunato No. 4",1840,2016,81,U.K.,2.75,Peru,,0.71
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,75,U.K.,2.75,Domincan Republic,,0.91
Solomons Gold,Solomon Island,1792,2016,68,New Zealand,3.25,Solomon Islands,,0.81
Solomons Gold,Solomon Island w/ nibs,1796,2016,68,New Zealand,3.25,Solomon Islands,,0.81
Solstice,Bolivia,1161,2013,79,U.S.A.,3.25,Bolivia,,0.71
Solstice,Wasatch,1161,2013,76,U.S.A.,3.5,,,0.81
Solstice,San Martin,1161,2013,63,U.S.A.,3.25,Peru,,0.91
Solstice,Amazonas,1157,2013,76,U.S.A.,3,Venezuela,,0.71
Solstice,Sambirano,1157,2013,54,U.S.A.,3,Madagascar,Trinitario,1.1
Solstice,Bundibugyo,1335,2014,76,U.S.A.,3,Uganda,"Forastero, Trinitario",0.91
Soma,Java,1030,2013,73,Canada,3.25,Indonesia,,0.71
Soma,Papua New Guinea,983,2012,82,Canada,3.5,Papua New Guinea,,0.81
Soma,Carenero Superior,951,2012,55,Canada,3.75,Venezuela,,0.71
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,79,Canada,3.5,Madagascar,,0.71
Soma,La Dalia,1307,2014,84,Canada,3.25,Nicaragua,Trinitario,0.91
Soma,Chef's Blend,1077,2013,67,Canada,3.25,,,0.71
Soma,"Dancing in Your Head, 5 bean blend",867,2012,57,Canada,4,"Gre., PNG, Haw., Haiti, Mad",Blend,0.71
Soma,Chuao,688,2011,61,Canada,3.5,Venezuela,Criollo,0.91
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,85,Canada,3.5,Domincan Republic,,0.81
Soma,Ocumare,387,2009,59,Canada,3.75,Venezuela,,0.81
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,69,Canada,4,Vietnam,,0.81
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,74,Canada,3.75,Nicaragua,,0.81
Soma,CSB Chama,1594,2015,66,Canada,3.5,Venezuela,,0.91
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,62,Canada,4,"Dom. Rep., Madagascar",,0.81
Soma,"Alto Beni, Wild Bolivian",676,2011,81,Canada,3.5,Bolivia,,0.81
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,50,Canada,3.75,"Ven.,Ecu.,Peru,Nic.",,0.91
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,68,Canada,3.75,Dominican Republic,Trinitario,0.91
Soma,Porcelana,1594,2015,66,Canada,4,Venezuela,,0.81
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,73,Canada,3.75,Vanuatu,,0.91
Soma,Orinoco,1173,2013,79,Canada,3.25,Venezuela,,0.71
Soma,Hispaniola,377,2009,73,Canada,3,Dominican Republic,,0.91
Soma,Madagascar,387,2009,66,Canada,3.75,Madagascar,,0.81
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,83,Canada,4,"Ven, Bolivia, D.R.",,0.71
Soma,Africa,377,2009,73,Canada,3.5,Ghana,,0.91
Soma,"Maracaibo, El Vigia",1077,2013,52,Canada,4,Venezuela,,0.71
Soma,Patanemo,1077,2013,78,Canada,3.75,Venezuela,,0.91
Soma,Peruvian,676,2011,85,Canada,4,Peru,,0.91
Soma,Maranon Canyon,1259,2014,77,Canada,3.75,Peru,Forastero (Nacional),0.71
Soma,Black Science Blend 1,607,2010,51,Canada,3.75,"DR, Ecuador, Peru","Trinitario, Nacional",0.71
Soma,"Sangre Grande P., Trinidad",1073,2013,64,Canada,3.75,Trinidad,Trinitario,0.81
Soma,O'ahu,833,2012,59,Canada,3.75,Hawaii,,0.81
Soma,Papua New Guinea,387,2009,85,Canada,3.5,Papua New Guinea,Trinitario,0.71
Soma,Equator,1081,2013,61,Canada,4,"Peru, Dom. Rep",,0.71
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,72,Canada,4,Jamaica,Trinitario,
Soma,"Apurimac, El Quinacho Co-op",1073,2013,66,Canada,2.75,Peru,Criollo,0.71
Soma,Cahabon Region,951,2012,72,Canada,3.5,Guatemala,Trinitario,0.71
Soma,"Elvesia P., Black Science",682,2011,75,Canada,3.75,Dominican Republic,Forastero,0.71
Soma,Eastern Promises,967,2012,55,Canada,3.5,"Mad., Java, PNG",Blend,0.71
Soma,Conacado,387,2009,72,Canada,3,Dominican Republic,Trinitario,0.91
Soma,"Bahia Black, batch bra50722.1",1828,2016,81,Canada,3.5,Brazil,Forastero (Parazinho),1.2
Soma,Little Big Man,1339,2014,68,Canada,3.25,Madagascar & Ecuador,Blend,1.2
Soma,"La Tronca, Matagalpa",1227,2014,84,Canada,3.5,Nicaragua,,1.3
Soma,Crazy 88,1077,2013,60,Canada,4,"Guat., D.R., Peru, Mad., PNG",,0.81
Soma,Noula Coop,817,2012,75,Canada,3.25,Haiti,,0.71
Soma,"Grenada, Black Science",676,2011,50,Canada,2.75,Grenada,Trinitario,0.91
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,83,Canada,3.25,Ecuador,,0.81
Soma,"Camino Verde P., Balao, Guayas",1307,2014,65,Canada,3.5,Ecuador,Forastero (Nacional),0.71
Somerville,"Hawaiian, Big Island",1395,2014,52,U.S.A.,3.5,Hawaii,,0.71
Somerville,Nicaragua,1367,2014,54,U.S.A.,3.25,Nicaragua,,0.91
Spagnvola,AgroCriso Plantation,793,2012,70,U.S.A.,3.25,Dominican Republic,,0.91
Spagnvola,AgroCriso Plantation,793,2012,80,U.S.A.,3,Dominican Republic,,0.91
Spagnvola,AgroCriso Plantation,793,2012,72,U.S.A.,3,Dominican Republic,,0.71
Spencer,Malekula Island,1434,2014,66,Australia,2.75,Vanuatu,,0.71
Spencer,"Ecuador, lot E432314L",1792,2016,81,Australia,3.75,Ecuador,,0.81
Spencer,"Madagascar, lot M0403R",1792,2016,68,Australia,3.75,Madagascar,,1.3
Spencer,"Dominican Republic, lot D82R",1792,2016,76,Australia,3.5,Domincan Republic,,0.91
Sprungli (Felchlin),Alto Beni,1057,2013,73,Switzerland,3,Bolivia,Criollo,0.81
SRSLY,Dominican Republic,1121,2013,78,U.S.A.,2.25,Dominican Republic,,0.81
SRSLY,Dominican Republic,1113,2013,59,U.S.A.,3,Dominican Republic,,0.71
Starchild,Cacao Verapaz,1692,2015,50,U.S.A.,3,Guatemala,,0.71
Starchild,Hispaniola,1692,2015,75,U.S.A.,3,Domincan Republic,,0.81
Starchild,Rio Tuma,1692,2015,63,U.S.A.,3,Nicaragua,Trinitario (Amelonado),0.91
Starchild,Sambirano Valley,1696,2015,61,U.S.A.,3,Madagascar,,0.91
Starchild,"Bolivar, Arriba",1634,2015,61,U.S.A.,3,Ecuador,Forastero (Nacional),0.91
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,52,Switzerland,2.75,Brazil,,0.71
Stella (aka Bernrain),India,729,2011,75,Switzerland,3.25,India,,0.81
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,60,U.S.A.,3.5,Ecuador,,0.81
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,59,U.S.A.,3.5,Ecuador,,1.3
StRita Supreme,"Samar, East Visayas region",939,2012,63,U.S.A.,2.5,Philippines,,0.91
StRita Supreme,"Samar, East Visayas region",943,2012,83,U.S.A.,2.75,Philippines,,0.71
StRita Supreme,"Samar, East Visayas region",943,2012,77,U.S.A.,2.5,Philippines,,0.71
Sublime Origins,Moho Valley,1157,2013,81,U.S.A.,3.25,Belize,,0.81
Sublime Origins,Sambirano,1157,2013,71,U.S.A.,2.75,Madagascar,Trinitario,0.91
Summerbird,Peru,1800,2016,54,Denmark,3,Peru,,0.91
Summerbird,Peru,1800,2016,81,Denmark,2.5,Peru,"Criollo, Trinitario",0.71
Suruca Chocolate,Venezuela,1796,2016,79,Venezuela,3,Venezuela,,1.1
Suruca Chocolate,Venezuela,1796,2016,71,Venezuela,2.75,Venezuela,,0.91
Svenska Kakaobolaget,Sri Lanka,1618,2015,84,Sweden,2.75,Sri Lanka,"Criollo, Trinitario",0.81
Szanto Tibor,Santo Domingo,939,2012,64,Hungary,3.25,Dominican Republic,,0.81
Szanto Tibor,"Winak, Sumaco",1704,2015,78,Hungary,3.75,Ecuador,,0.81
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,61,Hungary,3.5,Madagascar,,0.81
Szanto Tibor,Millot Plantation,939,2012,83,Hungary,3.25,Madagascar,,0.71
Szanto Tibor,Ambolikapiky,1704,2015,79,Hungary,3.25,Madagascar,Trinitario,0.91
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,58,Hungary,3.5,Madagascar,Criollo,0.81
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,72,Hungary,3.5,Brazil,Forastero (Parazinho),0.81
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,57,Hungary,3.25,Vietnam,Trinitario,0.71
Szanto Tibor,Porcelana,1263,2014,84,Hungary,3.5,Venezuela,,0.91
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,82,Hungary,3.75,Peru,,0.81
Szanto Tibor,Cacao Blanco,1193,2013,76,Hungary,3.25,Nicaragua,,0.71
Szanto Tibor,Baracoa,1263,2014,63,Hungary,3.75,Cuba,,0.91
Szanto Tibor,Crudo,761,2011,54,Hungary,3,Venezuela,,0.71
Szanto Tibor,Baracoa,1704,2015,53,Hungary,3.25,Cuba,Trinitario,0.81
Szanto Tibor,Nacional,1668,2015,65,Hungary,3.25,Ecuador,,0.71
Tabal,Dominican Republic,1101,2013,75,U.S.A.,2.75,Dominican Republic,,0.81
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70,U.S.A.,2.5,Mexico,,0.71
Tabal,Peru,1105,2013,57,U.S.A.,3,Peru,,0.81
Tabal,Costa Rica,1101,2013,61,U.S.A.,2.75,Costa Rica,,0.81
Tablette (aka Vanillabeans),Papua,1450,2015,66,Japan,3.25,Papua New Guinea,,0.71
